dateymd,state,confirmed,deceased,recovered,confirmed_prev,confirmed_diff,confirmed_perc,confirmed_cum,confirmed_cum_prev,confirmed_cum_diff,confirmed_cum_perc,deceased_prev,deceased_diff,deceased_perc,deceased_cum,deceased_cum_prev,deceased_cum_diff,deceased_cum_perc,recovered_prev,recovered_diff,recovered_perc,recovered_cum,recovered_cum_prev,recovered_cum_diff,recovered_cum_perc,active,active_cum,active_prev,active_diff,active_perc,active_cum_prev,active_cum_diff,active_cum_perc
2020-03-14,India,81,2,9,0,81,0.0,81,0,81,0.0,0,2,0.0,2,0,2,0.0,0,9,0.0,9,0,9,0.0,70,70,0,70,0.0,0,70,0.0
2020-03-15,India,27,0,4,81,-54,-66.67,108,81,27,33.33,2,-2,-100.0,2,2,0,0.0,9,-5,-55.56,13,9,4,44.44,23,93,70,-47,-67.14,70,23,32.86
2020-03-16,India,15,0,1,27,-12,-44.44,123,108,15,13.89,0,0,0.0,2,2,0,0.0,4,-3,-75.0,14,13,1,7.69,14,107,23,-9,-39.13,93,14,15.05
2020-03-17,India,11,1,1,15,-4,-26.67,134,123,11,8.94,0,1,0.0,3,2,1,50.0,1,0,0.0,15,14,1,7.14,9,116,14,-5,-35.71,107,9,8.41
2020-03-18,India,37,0,0,11,26,236.36,171,134,37,27.61,1,-1,-100.0,3,3,0,0.0,1,-1,-100.0,15,15,0,0.0,37,153,9,28,311.11,116,37,31.9
2020-03-19,India,27,1,5,37,-10,-27.03,198,171,27,15.79,0,1,0.0,4,3,1,33.33,0,5,0.0,20,15,5,33.33,21,174,37,-16,-43.24,153,21,13.73
2020-03-20,India,58,0,3,27,31,114.81,256,198,58,29.29,1,-1,-100.0,4,4,0,0.0,5,-2,-40.0,23,20,3,15.0,55,229,21,34,161.9,174,55,31.61
2020-03-21,India,78,0,0,58,20,34.48,334,256,78,30.47,0,0,0.0,4,4,0,0.0,3,-3,-100.0,23,23,0,0.0,78,307,55,23,41.82,229,78,34.06
2020-03-22,India,67,3,0,78,-11,-14.1,401,334,67,20.06,0,3,0.0,7,4,3,75.0,0,0,0.0,23,23,0,0.0,64,371,78,-14,-17.95,307,64,20.85
2020-03-23,India,102,2,12,67,35,52.24,503,401,102,25.44,3,-1,-33.33,9,7,2,28.57,0,12,0.0,35,23,12,52.17,88,459,64,24,37.5,371,88,23.72
2020-03-24,India,64,1,5,102,-38,-37.25,567,503,64,12.72,2,-1,-50.0,10,9,1,11.11,12,-7,-58.33,40,35,5,14.29,58,517,88,-30,-34.09,459,58,12.64
2020-03-25,India,90,1,3,64,26,40.62,657,567,90,15.87,1,0,0.0,11,10,1,10.0,5,-2,-40.0,43,40,3,7.5,86,603,58,28,48.28,517,86,16.63
2020-03-26,India,65,5,7,90,-25,-27.78,722,657,65,9.89,1,4,400.0,16,11,5,45.45,3,4,133.33,50,43,7,16.28,53,656,86,-33,-38.37,603,53,8.79
2020-03-27,India,164,3,26,65,99,152.31,886,722,164,22.71,5,-2,-40.0,19,16,3,18.75,7,19,271.43,76,50,26,52.0,135,791,53,82,154.72,656,135,20.58
2020-03-28,India,143,5,9,164,-21,-12.8,1029,886,143,16.14,3,2,66.67,24,19,5,26.32,26,-17,-65.38,85,76,9,11.84,129,920,135,-6,-4.44,791,129,16.31
2020-03-29,India,110,3,5,143,-33,-23.08,1139,1029,110,10.69,5,-2,-40.0,27,24,3,12.5,9,-4,-44.44,90,85,5,5.88,102,1022,129,-27,-20.93,920,102,11.09
2020-03-30,India,187,13,49,110,77,70.0,1326,1139,187,16.42,3,10,333.33,40,27,13,48.15,5,44,880.0,139,90,49,54.44,125,1147,102,23,22.55,1022,125,12.23
2020-03-31,India,309,6,15,187,122,65.24,1635,1326,309,23.3,13,-7,-53.85,46,40,6,15.0,49,-34,-69.39,154,139,15,10.79,288,1435,125,163,130.4,1147,288,25.11
2020-04-01,India,424,9,16,309,115,37.22,2059,1635,424,25.93,6,3,50.0,55,46,9,19.57,15,1,6.67,170,154,16,10.39,399,1834,288,111,38.54,1435,399,27.8
2020-04-02,India,486,14,22,424,62,14.62,2545,2059,486,23.6,9,5,55.56,69,55,14,25.45,16,6,37.5,192,170,22,12.94,450,2284,399,51,12.78,1834,450,24.54
2020-04-03,India,560,14,38,486,74,15.23,3105,2545,560,22.0,14,0,0.0,83,69,14,20.29,22,16,72.73,230,192,38,19.79,508,2792,450,58,12.89,2284,508,22.24
2020-04-04,India,579,13,56,560,19,3.39,3684,3105,579,18.65,14,-1,-7.14,96,83,13,15.66,38,18,47.37,286,230,56,24.35,510,3302,508,2,0.39,2792,510,18.27
2020-04-05,India,609,22,43,579,30,5.18,4293,3684,609,16.53,13,9,69.23,118,96,22,22.92,56,-13,-23.21,329,286,43,15.03,544,3846,510,34,6.67,3302,544,16.47
2020-04-06,India,484,16,65,609,-125,-20.53,4777,4293,484,11.27,22,-6,-27.27,134,118,16,13.56,43,22,51.16,394,329,65,19.76,403,4249,544,-141,-25.92,3846,403,10.48
2020-04-07,India,572,27,75,484,88,18.18,5349,4777,572,11.97,16,11,68.75,161,134,27,20.15,65,10,15.38,469,394,75,19.04,470,4719,403,67,16.63,4249,470,11.06
2020-04-08,India,565,20,96,572,-7,-1.22,5914,5349,565,10.56,27,-7,-25.93,181,161,20,12.42,75,21,28.0,565,469,96,20.47,449,5168,470,-21,-4.47,4719,449,9.51
2020-04-09,India,813,46,70,565,248,43.89,6727,5914,813,13.75,20,26,130.0,227,181,46,25.41,96,-26,-27.08,635,565,70,12.39,697,5865,449,248,55.23,5168,697,13.49
2020-04-10,India,871,22,151,813,58,7.13,7598,6727,871,12.95,46,-24,-52.17,249,227,22,9.69,70,81,115.71,786,635,151,23.78,698,6563,697,1,0.14,5865,698,11.9
2020-04-11,India,854,40,186,871,-17,-1.95,8452,7598,854,11.24,22,18,81.82,289,249,40,16.06,151,35,23.18,972,786,186,23.66,628,7191,698,-70,-10.03,6563,628,9.57
2020-04-12,India,758,42,114,854,-96,-11.24,9210,8452,758,8.97,40,2,5.0,331,289,42,14.53,186,-72,-38.71,1086,972,114,11.73,602,7793,628,-26,-4.14,7191,602,8.37
2020-04-13,India,1243,27,112,758,485,63.98,10453,9210,1243,13.5,42,-15,-35.71,358,331,27,8.16,114,-2,-1.75,1198,1086,112,10.31,1104,8897,602,502,83.39,7793,1104,14.17
2020-04-14,India,1031,37,167,1243,-212,-17.06,11484,10453,1031,9.86,27,10,37.04,395,358,37,10.34,112,55,49.11,1365,1198,167,13.94,827,9724,1104,-277,-25.09,8897,827,9.3
2020-04-15,India,886,27,144,1031,-145,-14.06,12370,11484,886,7.72,37,-10,-27.03,422,395,27,6.84,167,-23,-13.77,1509,1365,144,10.55,715,10439,827,-112,-13.54,9724,715,7.35
2020-04-16,India,1061,26,258,886,175,19.75,13431,12370,1061,8.58,27,-1,-3.7,448,422,26,6.16,144,114,79.17,1767,1509,258,17.1,777,11216,715,62,8.67,10439,777,7.44
2020-04-17,India,922,38,273,1061,-139,-13.1,14353,13431,922,6.86,26,12,46.15,486,448,38,8.48,258,15,5.81,2040,1767,273,15.45,611,11827,777,-166,-21.36,11216,611,5.45
2020-04-18,India,1371,35,426,922,449,48.7,15724,14353,1371,9.55,38,-3,-7.89,521,486,35,7.2,273,153,56.04,2466,2040,426,20.88,910,12737,611,299,48.94,11827,910,7.69
2020-04-19,India,1580,38,388,1371,209,15.24,17304,15724,1580,10.05,35,3,8.57,559,521,38,7.29,426,-38,-8.92,2854,2466,388,15.73,1154,13891,910,244,26.81,12737,1154,9.06
2020-04-20,India,1239,33,419,1580,-341,-21.58,18543,17304,1239,7.16,38,-5,-13.16,592,559,33,5.9,388,31,7.99,3273,2854,419,14.68,787,14678,1154,-367,-31.8,13891,787,5.67
2020-04-21,India,1537,53,703,1239,298,24.05,20080,18543,1537,8.29,33,20,60.61,645,592,53,8.95,419,284,67.78,3976,3273,703,21.48,781,15459,787,-6,-0.76,14678,781,5.32
2020-04-22,India,1292,36,394,1537,-245,-15.94,21372,20080,1292,6.43,53,-17,-32.08,681,645,36,5.58,703,-309,-43.95,4370,3976,394,9.91,862,16321,781,81,10.37,15459,862,5.58
2020-04-23,India,1667,40,642,1292,375,29.02,23039,21372,1667,7.8,36,4,11.11,721,681,40,5.87,394,248,62.94,5012,4370,642,14.69,985,17306,862,123,14.27,16321,985,6.04
2020-04-24,India,1408,59,484,1667,-259,-15.54,24447,23039,1408,6.11,40,19,47.5,780,721,59,8.18,642,-158,-24.61,5496,5012,484,9.66,865,18171,985,-120,-12.18,17306,865,5.0
2020-04-25,India,1835,44,442,1408,427,30.33,26282,24447,1835,7.51,59,-15,-25.42,824,780,44,5.64,484,-42,-8.68,5938,5496,442,8.04,1349,19520,865,484,55.95,18171,1349,7.42
2020-04-26,India,1607,56,585,1835,-228,-12.43,27889,26282,1607,6.11,44,12,27.27,880,824,56,6.8,442,143,32.35,6523,5938,585,9.85,966,20486,1349,-383,-28.39,19520,966,4.95
2020-04-27,India,1568,58,580,1607,-39,-2.43,29457,27889,1568,5.62,56,2,3.57,938,880,58,6.59,585,-5,-0.85,7103,6523,580,8.89,930,21416,966,-36,-3.73,20486,930,4.54
2020-04-28,India,1902,69,636,1568,334,21.3,31359,29457,1902,6.46,58,11,18.97,1007,938,69,7.36,580,56,9.66,7739,7103,636,8.95,1197,22613,930,267,28.71,21416,1197,5.59
2020-04-29,India,1705,71,690,1902,-197,-10.36,33064,31359,1705,5.44,69,2,2.9,1078,1007,71,7.05,636,54,8.49,8429,7739,690,8.92,944,23557,1197,-253,-21.14,22613,944,4.17
2020-04-30,India,1802,75,630,1705,97,5.69,34866,33064,1802,5.45,71,4,5.63,1153,1078,75,6.96,690,-60,-8.7,9059,8429,630,7.47,1097,24654,944,153,16.21,23557,1097,4.66
2020-05-01,India,2396,77,962,1802,594,32.96,37262,34866,2396,6.87,75,2,2.67,1230,1153,77,6.68,630,332,52.7,10021,9059,962,10.62,1357,26011,1097,260,23.7,24654,1357,5.5
2020-05-02,India,2564,92,831,2396,168,7.01,39826,37262,2564,6.88,77,15,19.48,1322,1230,92,7.48,962,-131,-13.62,10852,10021,831,8.29,1641,27652,1357,284,20.93,26011,1641,6.31
2020-05-03,India,2952,140,911,2564,388,15.13,42778,39826,2952,7.41,92,48,52.17,1462,1322,140,10.59,831,80,9.63,11763,10852,911,8.39,1901,29553,1641,260,15.84,27652,1901,6.87
2020-05-04,India,3656,103,1082,2952,704,23.85,46434,42778,3656,8.55,140,-37,-26.43,1565,1462,103,7.05,911,171,18.77,12845,11763,1082,9.2,2471,32024,1901,570,29.98,29553,2471,8.36
2020-05-05,India,2971,128,1295,3656,-685,-18.74,49405,46434,2971,6.4,103,25,24.27,1693,1565,128,8.18,1082,213,19.69,14140,12845,1295,10.08,1548,33572,2471,-923,-37.35,32024,1548,4.83
2020-05-06,India,3602,91,1161,2971,631,21.24,53007,49405,3602,7.29,128,-37,-28.91,1784,1693,91,5.38,1295,-134,-10.35,15301,14140,1161,8.21,2350,35922,1548,802,51.81,33572,2350,7.0
2020-05-07,India,3344,104,1475,3602,-258,-7.16,56351,53007,3344,6.31,91,13,14.29,1888,1784,104,5.83,1161,314,27.05,16776,15301,1475,9.64,1765,37687,2350,-585,-24.89,35922,1765,4.91
2020-05-08,India,3339,97,1111,3344,-5,-0.15,59690,56351,3339,5.93,104,-7,-6.73,1985,1888,97,5.14,1475,-364,-24.68,17887,16776,1111,6.62,2131,39818,1765,366,20.74,37687,2131,5.65
2020-05-09,India,3175,115,1414,3339,-164,-4.91,62865,59690,3175,5.32,97,18,18.56,2100,1985,115,5.79,1111,303,27.27,19301,17887,1414,7.91,1646,41464,2131,-485,-22.76,39818,1646,4.13
2020-05-10,India,4311,112,1669,3175,1136,35.78,67176,62865,4311,6.86,115,-3,-2.61,2212,2100,112,5.33,1414,255,18.03,20970,19301,1669,8.65,2530,43994,1646,884,53.71,41464,2530,6.1
2020-05-11,India,3592,81,1579,4311,-719,-16.68,70768,67176,3592,5.35,112,-31,-27.68,2293,2212,81,3.66,1669,-90,-5.39,22549,20970,1579,7.53,1932,45926,2530,-598,-23.64,43994,1932,4.39
2020-05-12,India,3562,120,1905,3592,-30,-0.84,74330,70768,3562,5.03,81,39,48.15,2413,2293,120,5.23,1579,326,20.65,24454,22549,1905,8.45,1537,47463,1932,-395,-20.45,45926,1537,3.35
2020-05-13,India,3726,137,1963,3562,164,4.6,78056,74330,3726,5.01,120,17,14.17,2550,2413,137,5.68,1905,58,3.04,26417,24454,1963,8.03,1626,49089,1537,89,5.79,47463,1626,3.43
2020-05-14,India,3991,97,1594,3726,265,7.11,82047,78056,3991,5.11,137,-40,-29.2,2647,2550,97,3.8,1963,-369,-18.8,28011,26417,1594,6.03,2300,51389,1626,674,41.45,49089,2300,4.69
2020-05-15,India,3808,104,2234,3991,-183,-4.59,85855,82047,3808,4.64,97,7,7.22,2751,2647,104,3.93,1594,640,40.15,30245,28011,2234,7.98,1470,52859,2300,-830,-36.09,51389,1470,2.86
2020-05-16,India,4794,120,4012,3808,986,25.89,90649,85855,4794,5.58,104,16,15.38,2871,2751,120,4.36,2234,1778,79.59,34257,30245,4012,13.27,662,53521,1470,-808,-54.97,52859,662,1.25
2020-05-17,India,5049,152,2538,4794,255,5.32,95698,90649,5049,5.57,120,32,26.67,3023,2871,152,5.29,4012,-1474,-36.74,36795,34257,2538,7.41,2359,55880,662,1697,256.34,53521,2359,4.41
2020-05-18,India,4628,131,2482,5049,-421,-8.34,100326,95698,4628,4.84,152,-21,-13.82,3154,3023,131,4.33,2538,-56,-2.21,39277,36795,2482,6.75,2015,57895,2359,-344,-14.58,55880,2015,3.61
2020-05-19,India,6154,146,3032,4628,1526,32.97,106480,100326,6154,6.13,131,15,11.45,3300,3154,146,4.63,2482,550,22.16,42309,39277,3032,7.72,2976,60871,2015,961,47.69,57895,2976,5.14
2020-05-20,India,5720,134,3113,6154,-434,-7.05,112200,106480,5720,5.37,146,-12,-8.22,3434,3300,134,4.06,3032,81,2.67,45422,42309,3113,7.36,2473,63344,2976,-503,-16.9,60871,2473,4.06
2020-05-21,India,6023,148,3131,5720,303,5.3,118223,112200,6023,5.37,134,14,10.45,3582,3434,148,4.31,3113,18,0.58,48553,45422,3131,6.89,2744,66088,2473,271,10.96,63344,2744,4.33
2020-05-22,India,6536,142,3280,6023,513,8.52,124759,118223,6536,5.53,148,-6,-4.05,3724,3582,142,3.96,3131,149,4.76,51833,48553,3280,6.76,3114,69202,2744,370,13.48,66088,3114,4.71
2020-05-23,India,6663,142,2576,6536,127,1.94,131422,124759,6663,5.34,142,0,0.0,3866,3724,142,3.81,3280,-704,-21.46,54409,51833,2576,4.97,3945,73147,3114,831,26.69,69202,3945,5.7
2020-05-24,India,7111,156,3285,6663,448,6.72,138533,131422,7111,5.41,142,14,9.86,4022,3866,156,4.04,2576,709,27.52,57694,54409,3285,6.04,3670,76817,3945,-275,-6.97,73147,3670,5.02
2020-05-25,India,6414,150,3012,7111,-697,-9.8,144947,138533,6414,4.63,156,-6,-3.85,4172,4022,150,3.73,3285,-273,-8.31,60706,57694,3012,5.22,3252,80069,3670,-418,-11.39,76817,3252,4.23
2020-05-26,India,5907,173,3585,6414,-507,-7.9,150854,144947,5907,4.08,150,23,15.33,4345,4172,173,4.15,3012,573,19.02,64291,60706,3585,5.91,2149,82218,3252,-1103,-33.92,80069,2149,2.68
2020-05-27,India,7246,188,3434,5907,1339,22.67,158100,150854,7246,4.8,173,15,8.67,4533,4345,188,4.33,3585,-151,-4.21,67725,64291,3434,5.34,3624,85842,2149,1475,68.64,82218,3624,4.41
2020-05-28,India,7254,176,3171,7246,8,0.11,165354,158100,7254,4.59,188,-12,-6.38,4709,4533,176,3.88,3434,-263,-7.66,70896,67725,3171,4.68,3907,89749,3624,283,7.81,85842,3907,4.55
2020-05-29,India,8138,269,11735,7254,884,12.19,173492,165354,8138,4.92,176,93,52.84,4978,4709,269,5.71,3171,8564,270.07,82631,70896,11735,16.55,-3866,85883,3907,-7773,-198.95,89749,-3866,-4.31
2020-05-30,India,8364,205,4303,8138,226,2.78,181856,173492,8364,4.82,269,-64,-23.79,5183,4978,205,4.12,11735,-7432,-63.33,86934,82631,4303,5.21,3856,89739,-3866,7722,0.0,85883,3856,4.49
2020-05-31,India,8789,222,4928,8364,425,5.08,190645,181856,8789,4.83,205,17,8.29,5405,5183,222,4.28,4303,625,14.52,91862,86934,4928,5.67,3639,93378,3856,-217,-5.63,89739,3639,4.06
2020-06-01,India,7723,201,3882,8789,-1066,-12.13,198368,190645,7723,4.05,222,-21,-9.46,5606,5405,201,3.72,4928,-1046,-21.23,95744,91862,3882,4.23,3640,97018,3639,1,0.03,93378,3640,3.9
2020-06-02,India,8812,222,4531,7723,1089,14.1,207180,198368,8812,4.44,201,21,10.45,5828,5606,222,3.96,3882,649,16.72,100275,95744,4531,4.73,4059,101077,3640,419,11.51,97018,4059,4.18
2020-06-03,India,9689,259,3789,8812,877,9.95,216869,207180,9689,4.68,222,37,16.67,6087,5828,259,4.44,4531,-742,-16.38,104064,100275,3789,3.78,5641,106718,4059,1582,38.98,101077,5641,5.58
2020-06-04,India,9847,274,4390,9689,158,1.63,226716,216869,9847,4.54,259,15,5.79,6361,6087,274,4.5,3789,601,15.86,108454,104064,4390,4.22,5183,111901,5641,-458,-8.12,106718,5183,4.86
2020-06-05,India,9472,286,4770,9847,-375,-3.81,236188,226716,9472,4.18,274,12,4.38,6647,6361,286,4.5,4390,380,8.66,113224,108454,4770,4.4,4416,116317,5183,-767,-14.8,111901,4416,3.95
2020-06-06,India,10408,297,5433,9472,936,9.88,246596,236188,10408,4.41,286,11,3.85,6944,6647,297,4.47,4770,663,13.9,118657,113224,5433,4.8,4678,120995,4416,262,5.93,116317,4678,4.02
2020-06-07,India,10882,261,5191,10408,474,4.55,257478,246596,10882,4.41,297,-36,-12.12,7205,6944,261,3.76,5433,-242,-4.45,123848,118657,5191,4.37,5430,126425,4678,752,16.08,120995,5430,4.49
2020-06-08,India,8536,271,5171,10882,-2346,-21.56,266014,257478,8536,3.32,261,10,3.83,7476,7205,271,3.76,5191,-20,-0.39,129019,123848,5171,4.18,3094,129519,5430,-2336,-43.02,126425,3094,2.45
2020-06-09,India,9981,272,5634,8536,1445,16.93,275995,266014,9981,3.75,271,1,0.37,7748,7476,272,3.64,5171,463,8.95,134653,129019,5634,4.37,4075,133594,3094,981,31.71,129519,4075,3.15
2020-06-10,India,11156,358,6275,9981,1175,11.77,287151,275995,11156,4.04,272,86,31.62,8106,7748,358,4.62,5634,641,11.38,140928,134653,6275,4.66,4523,138117,4075,448,10.99,133594,4523,3.39
2020-06-11,India,11135,394,6044,11156,-21,-0.19,298286,287151,11135,3.88,358,36,10.06,8500,8106,394,4.86,6275,-231,-3.68,146972,140928,6044,4.29,4697,142814,4523,174,3.85,138117,4697,3.4
2020-06-12,India,11306,388,7263,11135,171,1.54,309592,298286,11306,3.79,394,-6,-1.52,8888,8500,388,4.56,6044,1219,20.17,154235,146972,7263,4.94,3655,146469,4697,-1042,-22.18,142814,3655,2.56
2020-06-13,India,12039,309,8092,11306,733,6.48,321631,309592,12039,3.89,388,-79,-20.36,9197,8888,309,3.48,7263,829,11.41,162327,154235,8092,5.25,3638,150107,3655,-17,-0.47,146469,3638,2.48
2020-06-14,India,11405,324,7358,12039,-634,-5.27,333036,321631,11405,3.55,309,15,4.85,9521,9197,324,3.52,8092,-734,-9.07,169685,162327,7358,4.53,3723,153830,3638,85,2.34,150107,3723,2.48
2020-06-15,India,10032,396,10639,11405,-1373,-12.04,343068,333036,10032,3.01,324,72,22.22,9917,9521,396,4.16,7358,3281,44.59,180324,169685,10639,6.27,-1003,152827,3723,-4726,-126.94,153830,-1003,-0.65
2020-06-16,India,11086,2004,7226,10032,1054,10.51,354154,343068,11086,3.23,396,1608,406.06,11921,9917,2004,20.21,10639,-3413,-32.08,187550,180324,7226,4.01,1856,154683,-1003,2859,0.0,152827,1856,1.21
2020-06-17,India,13108,341,6890,11086,2022,18.24,367262,354154,13108,3.7,2004,-1663,-82.98,12262,11921,341,2.86,7226,-336,-4.65,194440,187550,6890,3.67,5877,160560,1856,4021,216.65,154683,5877,3.8
2020-06-18,India,13829,343,10741,13108,721,5.5,381091,367262,13829,3.77,341,2,0.59,12605,12262,343,2.8,6890,3851,55.89,205181,194440,10741,5.52,2745,163305,5877,-3132,-53.29,160560,2745,1.71
2020-06-19,India,14638,364,9029,13829,809,5.85,395729,381091,14638,3.84,343,21,6.12,12969,12605,364,2.89,10741,-1712,-15.94,214210,205181,9029,4.4,5245,168550,2745,2500,91.07,163305,5245,3.21
